Depth (km), Temperature (K)
5.689482470784640356e+01,1.040162374217343313e+03,1.010465822555406703e+03
5.662771285475791672e+01,1.037849493707660486e+03,1.008027242332869264e+03
5.636060100166945119e+01,1.035536137539697393e+03,1.005588186452051332e+03
5.609348914858096435e+01,1.033222305713454034e+03,1.003148654912953020e+03
5.582637729549247751e+01,1.030907998228930182e+03,1.000708647715574330e+03
5.555926544240400489e+01,1.028593215086125838e+03,9.982681648599153732e+02
5.529215358931552515e+01,1.026277956285041000e+03,9.958272063459758101e+02
5.502504173622703831e+01,1.023962221825675897e+03,9.933857721737559814e+02
5.475792988313855147e+01,1.021646011708030301e+03,9.909438623432556597e+02
5.449081803005008595e+01,1.019329325932104439e+03,9.885014768544750723e+02
5.422370617696159911e+01,1.017012164497897970e+03,9.860586157074138782e+02
5.395659432387311227e+01,1.014694527405411350e+03,9.836152789020724185e+02
5.368948247078463964e+01,1.012376414654644236e+03,9.811714664384505795e+02
5.342237061769615991e+01,1.010057826245596630e+03,9.787271783165481338e+02
5.315525876460767307e+01,1.007738762178268644e+03,9.762824145363654225e+02
5.288814691151918623e+01,1.005419222452660279e+03,9.738371750979023318e+02
5.262103505843071360e+01,1.003099207068771648e+03,9.713914600011588618e+02
5.235392320534223387e+01,1.000778716026602524e+03,9.689452692461350125e+02
5.208681135225374703e+01,9.984577493261529071e+02,9.664986028328306702e+02
5.181969949916527440e+01,9.961363069674229109e+02,9.640514607612459486e+02
5.155258764607678756e+01,9.938143889504125355e+02,9.616038430313808476e+02
5.128547579298830783e+01,9.914919952751217807e+02,9.591557496432353673e+02
5.101836393989983520e+01,9.891691259415507602e+02,9.567071805968095077e+02
5.075125208681134836e+01,9.868457809496991331e+02,9.542581358921031551e+02
5.048414023372286152e+01,9.845219602995671266e+02,9.518086155291163095e+02
5.021702838063438179e+01,9.821976639911546272e+02,9.493586195078490846e+02
4.994991652754590916e+01,9.798728920244619758e+02,9.469081478283018214e+02
4.968280467445742232e+01,9.775476443994888314e+02,9.444572004904738378e+02
4.941569282136893548e+01,9.752219211162351939e+02,9.420057774943653612e+02
4.914858096828046996e+01,9.728957221747012909e+02,9.395538788399767327e+02
4.888146911519198312e+01,9.705690475748868948e+02,9.371015045273076112e+02
4.861435726210349628e+01,9.682418973167921195e+02,9.346486545563579966e+02
4.834724540901501655e+01,9.659142714004168511e+02,9.321953289271280028e+02
4.808013355592654392e+01,9.635861698257613170e+02,9.297415276396177433e+02
4.781302170283805708e+01,9.612575925928252900e+02,9.272872506938269908e+02
4.754590984974957024e+01,9.589285397016088837e+02,9.248324980897558589e+02
4.727879799666110472e+01,9.565990111521122117e+02,9.223772698274043478e+02
4.701168614357261788e+01,9.542690069443349330e+02,9.199215659067723436e+02
4.674457429048413104e+01,9.519385270782772750e+02,9.174653863278599601e+02
4.647746243739565841e+01,9.496075715539393514e+02,9.150087310906671973e+02
4.621035058430717868e+01,9.472761403713209347e+02,9.125516001951940552e+02
4.594323873121869184e+01,9.449442335304221388e+02,9.100939936414404201e+02
4.567612687813020500e+01,9.426118510312428498e+02,9.076359114294064057e+02
4.540901502504173237e+01,9.402789928737832952e+02,9.051773535590921256e+02
4.514190317195325264e+01,9.379456590580432476e+02,9.027183200304973525e+02
4.487479131886476580e+01,9.356118495840228206e+02,9.002588108436222001e+02
4.460767946577629317e+01,9.332775644517221281e+02,8.977988259984666684e+02
4.434056761268780633e+01,9.309428036611408288e+02,8.953383654950306436e+02
4.407345575959932660e+01,9.286075672122791502e+02,8.928774293333142396e+02
4.380634390651083976e+01,9.262718551051370923e+02,8.904160175133174562e+02
4.353923205342236713e+01,9.239356673397146551e+02,8.879541300350402935e+02
4.327212020033388740e+01,9.215990039160119522e+02,8.854917668984826378e+02
4.300500834724540056e+01,9.192618648340286427e+02,8.830289281036446027e+02
4.273789649415692793e+01,9.169242500937650675e+02,8.805656136505263021e+02
4.247078464106844109e+01,9.145861596952209993e+02,8.781018235391275084e+02
4.220367278797996136e+01,9.122475936383964381e+02,8.756375577694482217e+02
4.193656093489147452e+01,9.099085519232917250e+02,8.731728163414886694e+02
4.166944908180300189e+01,9.075690345499065188e+02,8.707075992552487378e+02
4.140233722871451505e+01,9.052290415182408196e+02,8.682419065107283132e+02
4.113522537562603532e+01,9.028885728282946275e+02,8.657757381079273955e+02
4.086811352253756269e+01,9.005476284800683970e+02,8.633090940468463259e+02
4.060100166944907585e+01,8.982062084735614462e+02,8.608419743274846496e+02
4.033388981636058901e+01,8.958643128087741161e+02,8.583743789498425940e+02
4.006677796327212349e+01,8.935219414857065203e+02,8.559063079139202728e+02
3.979966611018363665e+01,8.911790945043584315e+02,8.534377612197173448e+02
3.953255425709514981e+01,8.888357718647299635e+02,8.509687388672341513e+02
3.926544240400666297e+01,8.864919735668211160e+02,8.484992408564704647e+02
3.899833055091819745e+01,8.841476996106318893e+02,8.460292671874265125e+02
3.873121869782971061e+01,8.818029499961621696e+02,8.435588178601020672e+02
3.846410684474122377e+01,8.794577247234120705e+02,8.410878928744972427e+02
3.819699499165275824e+01,8.771120237923817058e+02,8.386164922306120388e+02
3.792988313856427141e+01,8.747658472030707344e+02,8.361446159284463420e+02
3.766277128547578457e+01,8.724191949554793837e+02,8.336722639680002658e+02
3.739565943238729773e+01,8.700720670496076536e+02,8.311994363492738103e+02
3.712854757929883220e+01,8.677244634854556580e+02,8.287261330722670891e+02
3.686143572621034536e+01,8.653763842630232830e+02,8.262523541369798750e+02
3.659432387312185853e+01,8.630278293823103013e+02,8.237780995434120541e+02
3.632721202003338590e+01,8.606787988433170540e+02,8.213033692915640813e+02
3.606010016694490616e+01,8.583292926460433137e+02,8.188281633814356155e+02
3.579298831385641932e+01,8.559793107904890803e+02,8.163524818130266567e+02
3.552587646076794670e+01,8.536288532766548087e+02,8.138763245863375460e+02
3.525876460767945986e+01,8.512779201045398167e+02,8.113996917013678285e+02
3.499165275459098012e+01,8.488898107864804388e+02,8.088898107864804388e+02
3.472454090150249328e+01,8.453578696826373289e+02,8.053578696826373289e+02
3.445742904841402066e+01,8.418145127800646605e+02,8.018145127800646605e+02
3.419031719532553382e+01,8.382597400787622064e+02,7.982597400787622064e+02
3.392320534223705408e+01,8.346935515787301938e+02,7.946935515787301938e+02
3.365609348914858145e+01,8.311159472799686228e+02,7.911159472799686228e+02
3.338898163606009462e+01,8.275269271824770385e+02,7.875269271824770385e+02
3.312186978297160778e+01,8.239264912862560095e+02,7.839264912862560095e+02
3.285475792988312804e+01,8.203146395913054221e+02,7.803146395913054221e+02
3.258764607679465541e+01,8.166913720976251625e+02,7.766913720976251625e+02
3.232053422370616858e+01,8.130566888052150034e+02,7.730566888052150034e+02
3.205342237061768884e+01,8.094105897140752859e+02,7.694105897140752859e+02
3.178631051752921621e+01,8.057530748242062373e+02,7.657530748242062373e+02
3.151919866444072937e+01,8.020841441356071755e+02,7.620841441356071755e+02
3.125208681135224609e+01,7.984037976482783279e+02,7.584037976482783279e+02
3.098497495826377346e+01,7.947120353622202629e+02,7.547120353622202629e+02
3.071786310517529017e+01,7.910088572774322984e+02,7.510088572774322984e+02
3.045075125208680333e+01,7.872942633939146617e+02,7.472942633939146617e+02
3.018363939899832005e+01,7.835682537116673529e+02,7.435682537116673529e+02
2.991652754590984742e+01,7.798308282306904857e+02,7.398308282306904857e+02
2.964941569282136413e+01,7.760819869509839464e+02,7.360819869509839464e+02
2.938230383973287729e+01,7.723217298725476212e+02,7.323217298725476212e+02
2.911519198664440822e+01,7.685500569953818513e+02,7.285500569953818513e+02
2.884808013355592138e+01,7.647669683194861818e+02,7.247669683194861818e+02
2.858096828046743809e+01,7.609724638448609539e+02,7.209724638448609539e+02
2.831385642737895125e+01,7.571665435715059402e+02,7.171665435715059402e+02
2.804674457429046797e+01,7.533492074994214818e+02,7.133492074994214818e+02
2.777963272120201310e+01,7.495204556286075785e+02,7.095204556286075785e+02
2.751252086811352626e+01,7.456802879590637758e+02,7.056802879590637758e+02
2.724540901502504298e+01,7.418287044907900736e+02,7.018287044907900736e+02
2.697829716193655614e+01,7.379657052237869266e+02,6.979657052237869266e+02
2.671118530884807285e+01,7.340912901580539938e+02,6.940912901580539938e+02
2.644407345575958601e+01,7.302054592935915025e+02,6.902054592935915025e+02
2.617696160267110272e+01,7.263082126303992254e+02,6.863082126303992254e+02
2.590984974958264431e+01,7.223995501684779583e+02,6.823995501684779583e+02
2.564273789649416102e+01,7.184794719078263370e+02,6.784794719078263370e+02
2.537562604340567418e+01,7.145479778484452709e+02,6.745479778484452709e+02
2.510851419031719090e+01,7.106050679903344189e+02,6.706050679903344189e+02
2.484140233722870406e+01,7.066507423334938949e+02,6.666507423334938949e+02
2.457429048414022077e+01,7.026850008779236987e+02,6.626850008779236987e+02
2.430717863105173393e+01,6.987078436236239440e+02,6.587078436236239440e+02
2.404006677796327907e+01,6.947192705705949720e+02,6.547192705705949720e+02
2.377295492487479223e+01,6.907192817188357594e+02,6.507192817188357594e+02
2.350584307178630894e+01,6.867078770683471021e+02,6.467078770683471021e+02
2.323873121869782210e+01,6.826850566191285452e+02,6.426850566191285452e+02
2.297161936560933881e+01,6.786508203711805436e+02,6.386508203711805436e+02
2.270450751252085198e+01,6.746051683245027561e+02,6.346051683245027561e+02
2.243739565943236869e+01,6.705481004790954103e+02,6.305481004790954103e+02
2.217028380634391382e+01,6.664796168349587333e+02,6.264796168349587333e+02
2.190317195325542698e+01,6.623997173920920432e+02,6.223997173920920432e+02
2.163606010016694370e+01,6.583084021504955672e+02,6.183084021504955672e+02
2.136894824707845686e+01,6.542056711101696465e+02,6.142056711101696465e+02
2.110183639398997357e+01,6.500915242711138262e+02,6.100915242711138262e+02
2.083472454090148673e+01,6.459659616333285612e+02,6.059659616333285612e+02
2.056761268781300345e+01,6.418289831968135104e+02,6.018289831968135104e+02
2.030050083472454503e+01,6.376805889615693559e+02,5.976805889615693559e+02
2.003338898163606174e+01,6.335207789275949608e+02,5.935207789275949608e+02
1.976627712854757490e+01,6.301789376283788897e+02,5.906463833712837186e+02
1.949916527545909162e+01,6.269147326791172645e+02,5.879164021281990244e+02
1.923205342237060478e+01,6.236077184846194541e+02,5.851436116398781451e+02
1.896494156928212149e+01,6.202578950448854584e+02,5.823280119063211941e+02
1.869782971619363465e+01,6.168652623599151639e+02,5.794696029275277169e+02
1.843071786310517979e+01,6.134298204297090251e+02,5.765683847034986229e+02
1.816360601001669295e+01,6.099515692542663601e+02,5.736243572342328889e+02
1.789649415692820966e+01,6.064305088335873961e+02,5.706375205197309697e+02
1.762938230383972282e+01,6.028666391676722469e+02,5.676078745599927515e+02
1.736227045075123954e+01,5.992599602565209125e+02,5.645354193550183481e+02
1.709515859766275270e+01,5.956104721001332791e+02,5.614201549048077595e+02
1.682804674457429783e+01,5.919181746985099153e+02,5.582620812093612130e+02
1.656093489148581455e+01,5.881830680516497978e+02,5.550611982686782540e+02
1.629382303839732771e+01,5.844051521595536087e+02,5.518175060827588823e+02
1.602671118530884442e+01,5.805844270222211208e+02,5.485310046516034390e+02
1.575959933222035758e+01,5.767208926396524475e+02,5.452016939752118105e+02
1.549248747913187252e+01,5.728145490118475891e+02,5.418295740535837695e+02
1.522537562604338746e+01,5.688653961388064317e+02,5.384146448867196568e+02
1.495826377295493081e+01,5.648734340205295439e+02,5.349569064746195863e+02
1.469115191986644575e+01,5.608386626570160161e+02,5.314563588172831032e+02
1.442404006677796069e+01,5.567610820482663030e+02,5.279130019147103212e+02
1.415692821368947563e+01,5.526406921942802910e+02,5.243268357669012403e+02
1.388981636060099056e+01,5.484774930950582075e+02,5.206978603738562015e+02
1.362270450751250550e+01,5.442714847505997113e+02,5.170260757355746364e+02
1.335559265442402044e+01,5.400226671609051436e+02,5.133114818520569997e+02
1.308848080133556557e+01,5.357310403259747318e+02,5.095540787233035189e+02
1.282136894824708051e+01,5.313966042458075663e+02,5.057538663493133981e+02
1.255425709515859545e+01,5.270193589204043292e+02,5.019108447300872058e+02
1.228714524207011038e+01,5.225993043497647932e+02,4.980250138656244872e+02
1.202003338898162532e+01,5.181364405338890720e+02,4.940963737559258107e+02
1.175292153589314026e+01,5.136307674727770518e+02,4.901249244009908352e+02
1.148580968280465520e+01,5.090822851664289033e+02,4.861106658008196177e+02
1.121869782971619856e+01,5.044909936148450242e+02,4.820535979554126698e+02
1.095158597662771349e+01,4.998568928180244484e+02,4.779537208647690250e+02
1.068447412353922843e+01,4.951799827759676305e+02,4.738110345288891949e+02
1.041736227045074337e+01,4.904602634886746273e+02,4.696255389477731796e+02
1.015025041736225830e+01,4.856977349561453821e+02,4.653972341214208654e+02
9.883138564273773241e+00,4.808923971783799516e+02,4.611261200498323660e+02
9.616026711185288178e+00,4.760442501553782790e+02,4.568121967330076245e+02
9.348914858096831537e+00,4.711532938871408760e+02,4.524554641709471525e+02
9.081803005008346474e+00,4.662195283736667761e+02,4.480559223636500406e+02
8.814691151919861412e+00,4.612429536149563774e+02,4.436135713111166297e+02
8.547579298831376349e+00,4.562235696110098502e+02,4.391284110133470904e+02
8.280467445742891286e+00,4.511613763618270241e+02,4.346004414703412522e+02
8.013355592654406223e+00,4.460563738674080696e+02,4.300296626820992287e+02
7.746243739565922048e+00,4.409085621277528730e+02,4.254160746486210201e+02
7.479131886477465407e+00,4.357179411428620028e+02,4.207596773699070241e+02
7.212020033388980345e+00,4.304845109127343221e+02,4.160604708459563881e+02
6.944908180300495282e+00,4.252082714373705130e+02,4.113184550767695100e+02
6.677796327212010219e+00,4.198892227167704050e+02,4.065336300623463330e+02
6.410684474123525156e+00,4.145273647509341117e+02,4.017059958026869708e+02
6.143572621035040093e+00,4.091226975398615764e+02,3.968355522977914802e+02
5.876460767946584340e+00,4.036752210835534243e+02,3.919222995476602023e+02
5.609348914858099278e+00,3.981849353820084616e+02,3.869662375522922275e+02
5.342237061769614215e+00,3.926518404352272569e+02,3.819673663116880675e+02
5.075125208681129152e+00,3.870759362432099238e+02,3.769256858258476655e+02
4.808013355592644089e+00,3.814572228059562917e+02,3.718411960947709645e+02
4.540901502504159026e+00,3.757957001234664745e+02,3.667138971184581351e+02
4.273789649415673964e+00,3.700913681957404151e+02,3.615437888969090636e+02
4.006677796327218211e+00,3.643442270227787390e+02,3.563308714301243185e+02
3.739565943238732704e+00,3.585542766045803091e+02,3.510751447181028198e+02
3.472454090150247641e+00,3.527215169411455804e+02,3.457766087608450789e+02
3.205342237061762578e+00,3.468459480324746664e+02,3.404352635583511528e+02
2.938230383973277515e+00,3.409275698785675104e+02,3.350511091106209847e+02
2.671118530884792452e+00,3.349663824794241691e+02,3.296241454176545744e+02
2.404006677796307390e+00,3.289623858350446426e+02,3.241543724794520358e+02
2.136894824707851637e+00,3.229155799454294993e+02,3.186417902960137667e+02
1.869782971619366352e+00,3.168259648105774886e+02,3.130863988673387439e+02
1.602671118530881289e+00,3.106935404304892359e+02,3.074881981934274791e+02
1.335559265442396226e+00,3.045183068051647979e+02,3.018471882742800290e+02
1.068447412353911163e+00,2.983002639346041747e+02,2.961633691098963368e+02
8.013355592654261006e-01,2.920394118188072525e+02,2.904367407002764025e+02
5.342237061769410378e-01,2.857357504577741452e+02,2.846673030454202831e+02
2.671118530884850628e-01,2.793892798515055347e+02,2.788550561453286036e+02
0.000000000000000000e+00,2.730000000000000000e+02,2.730000000000000000e+02
